Feature_1;Feature_2;Feature_3;Feature_4;Feature_5;Feature_6;Feature_7;Feature_8;Water_Level
0,428454682;0,501716324;-1,010329788;-0,550353588;0,843383453;1,423631182;-1,940430226;-0,567863147;22,94287241
0,023620602;-0,879274462;-0,822519644;0,474919874;1,581375969;-2,031823556;-0,170476149;0,463280342;25,41894734
;0,319127343;1,76140255;;1,31199279;-0,64636767;0,057982947;-1,212715076;22,72804149
0,900864441;;0,357821063;-0,313368631;0,586428502;;-0,99465143;-0,936767433;31,03085151
-0,02776873;0,659573957;1,862895553;0,302990857;;-1,612850935;2,012955849;0,605686211;22,98537949
-0,049604511;-0,164696047;;-0,821286796;1,910435632;-0,989004438;;-0,702220486;29,25129991
-1,198180753;0,015306575;1,088910513;-0,610492326;-1,37332428;0,291861313;-0,055774338;1,00272455;24,19411252
;-0,26015678;;0,089004111;-0,392561677;-0,554644108;;;29,85473294
0,715223268;0,850245519;-0,471113024;1,299485998;-0,028704072;-1,337846372;-1,652384056;1,218257923;28,10682438
-0,373003725;-1,214064523;-2,259276171;-0,395716111;0,404750859;-0,697691144;-1,05324516;;26,35157947
1,243192019;-1,392981618;-0,64170103;1,21075774;0,494176289;0,179127814;-0,648446135;0,030504815;30,0950125
-0,537829068;-0,859386131;-1,080057475;0,784095596;-0,060406132;0,314513744;0,151673186;0,440918828;26,23583107
-0,25471879;-0,481657451;-0,815280329;-1,413969133;-1,122033171;-0,365417721;-1,603039484;-1,382285904;32,32055904
1,042139893;0,224179485;-0,451836728;2,271574459;-1,648249719;0,975611276;-0,111466083;0,785047023;30,94397687
0,108953717;;0,095460468;0,335555855;-2,191985299;1,944048294;0,311207594;0,67198774;28,10958492
-1,16552939;0,690617522;;0,253568228;-0,009371559;-0,893588125;-0,216206918;-0,512029514;33,15591024
0,571995637;;0,564650722;-0,838985563;-0,262352554;0,616044397;-0,70379672;0,650536489;32,43292732
0,552994158;-0,270950673;1,161783201;0,077784342;1,102276527;1,793464925;;0,644954984;27,97759092
-0,637567925;-1,03281441;-0,195459657;;-0,93760778;0,591432599;-0,513649015;0,710514087;21,02671541
0,299411938;1,851154062;0,524337286;1,11421807;0,401884663;0,311393501;1,164733042;0,668797466;28,48994528
0,210063613;0,205654666;0,538229312;-0,671373519;-0,713799466;1,425405932;1,864413664;-0,928882458;25,32885484
-0,668994432;1,14252282;0,533519993;0,676428105;0,896601295;-0,240732162;;0,252192151;28,10169414
-0,8584916;0,315090943;1,237710696;-0,334133239;0,152569249;0,206708916;-0,28466455;0,676901238;29,70695691
;1,332645519;0,626205562;-0,936768601;1,698009685;0,168101461;-0,722947517;1,104554525;29,67257862
0,494671519;-1,771959704;-0,525660317;0,279097337;-2,159566678;0,085070085;0,157979373;-1,183491882;30,10286065
0,270644886;0,007463839;-1,191294106;0,919560547;;-0,289737087;;0,726263938;30,18902938
-0,200663143;-1,930908201;;-0,813259321;-0,389843054;1,457870568;-0,133978474;0,001734936;21,63922128
;0,505333944;-0,919197767;-0,060298516;0,036152528;0,272026897;0,289221941;2,587441229;22,87568496
-1,175859771;0,98009162;1,183375806;0,492783974;-0,650315395;1,66466803;-2,191982865;-0,683266697;29,45811507
1,171682197;-0,370111603;1,596464525;-1,511804745;-1,112101894;-0,53163817;0,417399278;-0,22202015;26,12258583
-0,490399253;1,420396431;1,513444975;-0,414379766;-1,709767807;-2,157483829;0,239290115;0,655955622;31,44277468
0,062997786;-0,070908107;;0,654979794;1,678185379;-2,216877677;-0,077501189;-0,970348349;21,87363923
-1,490465994;-1,129975871;0,379672856;0,404962198;1,460287761;0,008781547;-1,75822163;-0,238169542;22,87284492
-1,386379072;-1,206795886;0,580559058;0,194180906;0,587565595;-0,357492847;0,790529563;-0,413402898;28,37696964
1,116682833;0,344638939;-0,20699687;0,212093044;-0,017860701;1,596106515;;-0,001612672;27,51122029
-0,238490857;0,843184219;0,707913339;-0,27384163;-1,155641515;-0,901968138;-0,18416254;1,348927506;23,99595731
-0,250176629;-0,59412361;-1,760719313;1,513541436;;0,79600997;0,961688052;-0,164730229;26,12514865
0,084590634;1,488601942;;0,58752529;0,870550717;0,642931332;-0,12816917;-0,033883843;20,52471917
0,777640438;0,77600286;1,168232599;0,551096983;;-0,446233367;-0,581149511;0,780630674;20,55557162
-0,574185068;-0,020701003;1,379023241;1,220570292;0,301788831;-0,29613958;-0,12337891;0,867660141;21,42390504
-0,036499277;-0,558282393;1,215774756;0,181600139;-0,577255821;0,478940189;;-1,007673065;28,6518868
-0,200453913;;0,452287166;0,632008323;-0,551473911;-1,492751176;1,031798755;-1,119945271;32,95574622
0,271184205;;0,162443905;1,651233972;3,038281614;-1,633437411;0,983906155;-0,156247773;23,90334934
1,047854514;0,957263076;1,409744807;0,284964915;-0,889576485;0,927649489;0,117997576;-0,233843215;20,50909745
-0,476223881;1,006335569;1,603369492;-1,195352559;;-0,372387185;;0,147705821;30,62940653
-0,83313778;-1,577753228;-0,781740472;-1,027773918;-0,646686853;-1,325884077;-0,395140109;-0,713249128;32,83028359
0,375613877;0,593538986;0,260148577;-0,235444458;-0,262427596;-0,837074987;-0,812994659;0,703603868;22,07259178
-1,759702599;-0,080724938;-0,323529062;0,599132101;-1,425011983;0,012480705;0,342984341;-1,904731219;25,78621544
-1,074327973;-0,091789847;0,514146908;0,182499311;0,560454253;-1,079372513;-1,58875035;0,084505806;22,38105261
-1,229353238;-0,865322326;0,932278355;0,189099557;-0,568144905;-0,698031505;0,620921557;0,211970936;21,59536146
-1,214556642;-1,947823733;1,881801833;-1,222479225;;1,510692932;0,147597569;;29,72252808
-1,426049042;-1,440010536;0,376694849;1,450976323;-0,395459097;-0,555720462;0,697481091;-0,685947254;34,51304714
0,274482908;0,04180145;-0,409468059;-0,015538159;1,763152115;0,604532944;1,092500804;-0,918694361;30,17248438
1,095936148;0,639020475;-1,499596097;0,539790733;-0,513274137;-1,545803676;0,129775732;0,539042591;34,77221994
;-0,109138585;-0,330585338;2,466588009;-1,182569389;;0,015422971;-0,854466506;26,51592914
-0,048399051;-1,392932638;-0,595490407;-0,046934326;-1,551117059;0,506382538;;-1,451720958;33,46804683
-1,080417736;2,175954162;-1,978064142;0,436123089;-0,751636271;-0,350128172;0,603930929;0,554818715;23,07626337
-0,680696419;-1,357824007;0,622140974;0,552377193;-0,284969509;0,441944384;-0,445829481;-0,827037565;21,76856551
0,003962181;0,519032741;0,30925027;0,50916268;-0,760578873;;-0,342380855;-0,118915651;30,53780076
-1,318655909;-0,193855156;0,532237737;0,762510613;1,561940737;0,520234896;0,276913196;-0,446295112;25,57112496
-0,661740408;0,970248515;;-1,077012701;0,723095887;0,650383691;-1,113808885;0,540456805;24,76531404
-1,049546459;-2,429292968;-0,160102414;0,257814705;-0,115070805;2,867106817;0,378851229;0,147141819;30,06920867
0,429591303;-0,441319004;0,929479062;0,361001946;0,315171704;-0,624120223;-1,564330326;-0,501386089;25,00226063
0,282633856;-0,44469948;0,291727167;-0,232361877;0,430579485;-0,976824126;0,192890012;-0,640954146;28,58837258
-1,538282942;-0,165154123;1,536317574;-1,458576408;0,11939225;0,797577063;2,300030685;-0,492932982;24,49182659
-0,632000605;-1,166692196;1,140516335;-0,867414329;-0,370596432;-1,848937877;0,883971843;;31,75636382
0,845775064;;0,607151041;-1,672670385;0,058040302;0,20507758;0,310183218;0,534636533;24,68582511
-0,008033604;-1,962429513;0,535121009;0,097608141;-0,902619791;-1,569397421;1,540022186;1,231300538;28,02491217
0,705957407;-0,676299911;-2,516995552;0,764679175;0,366686774;-0,374662309;1,124806307;0,847997534;20,34764126
0,176095488;0,035058418;0,050967718;0,679939873;-0,857476347;0,425983122;-0,920590944;1,336555172;31,87596175
0,532128572;-0,688228262;0,080595824;-0,85378638;1,504112838;1,622875984;0,696223683;1,556656568;29,30506662
0,151795949;0,763512567;;-0,005743596;;0,933656601;0,646497966;-0,75546072;22,883556
-2,186829371;-0,175528063;-2,096914179;-0,991017336;;-0,568642311;;1,037679541;23,23060064
0,50874072;0,632506976;0,656120456;-2,496829991;0,010197682;-1,796458721;0,509139476;-2,093108147;23,93739378
-0,180438535;0,547769776;;0,961715961;;0,380824696;0,698001588;-0,359200088;28,64795157
0,151918864;0,010051572;-0,012548945;-0,672031077;-1,242532115;-0,336858349;;-0,736730988;28,224745
0,852053782;-1,172206618;-0,171509159;1,166339712;;1,216293885;-0,590780577;0,784288126;24,10795579
-1,062970397;-0,275873956;-0,181755811;-0,575840212;;-0,493375927;-0,982393811;0,856413506;30,41093438
-0,182450003;0,201436544;0,163776871;0,054726425;0,092804546;-0,30541722;1,418396869;0,760744762;33,33561749
0,018382033;;-0,118820843;0,417621516;1,499940093;-1,373047545;0,659774759;1,126723637;20,65273216
-1,48671847;-0,181150877;-1,064517973;0,430529612;-0,358350932;-0,130139067;-0,411055807;0,720163433;26,25794957
0,229032961;0,230926764;0,160621825;0,57249088;-0,261971855;1,700774788;-1,234794751;-1,725918448;28,90280178
-1,808680569;;0,673169815;0,551367699;1,207776492;;0,745461455;0,056824062;28,79652805
0,166586499;;-0,756281751;;1,331880304;-0,531705954;-1,090738058;-0,087904162;20,2930302
0,182258444;1,06561526;-1,168720912;0,285486943;-1,529015024;0,436357593;-0,10750422;1,936679762;23,15849099
-1,546002544;1,370608381;-1,703831335;-1,327210274;-1,677094558;;-1,173698811;-1,348331505;20,92746082
0,202767602;;0,039849304;-0,162219149;;0,145836266;0,805691474;0,142922126;28,53447609
-1,097876288;0,549887682;;-0,090986138;0,305402682;-1,941418067;-1,609502124;0,909459172;29,68084832
-0,663746447;;0,166438397;-0,385672597;0,417588382;-0,051121789;0,19860295;;22,39613245
0,193594823;1,105089087;-0,567748216;0,9153183;-0,051560318;0,734481656;;-0,03341092;24,99516679
0,349729682;1,213597562;0,236097294;0,478530831;-0,368484914;1,570886474;0,640337111;0,07770846;24,94705615
-0,122653672;0,977908269;-0,606204077;;0,072399599;1,190004573;1,591308811;-0,107293943;32,29703497
0,043587664;0,519530433;-0,264349419;0,516405948;-0,085401751;1,011368257;0,722980513;0,810227832;22,91989107
-0,205317645;1,925927321;0,483911942;0,247294053;-0,760942981;-0,09707182;0,114379761;-0,787677296;28,22471182
-0,292317146;-0,165800018;0,055920661;-1,76270699;-0,135270541;;-0,02088415;;31,74403269
2,052395492;0,6783772;-1,234422172;-0,345406952;0,595963309;0,483290496;0,987325735;-0,097350994;32,44367289
-0,363500244;1,752424004;0,058670603;-1,016674376;;-1,496095491;-3,495045222;0,769386758;29,99849141
;0,414012942;-1,302456084;-0,058869855;-0,278168574;-0,537289011;1,412069431;-1,046666059;24,49291628
0,316104453;1,194046984;0,381441525;1,241118372;0,563714722;;0,366834869;0,613443267;32,34569862
-0,385539097;-1,301873852;0,954043411;1,161742301;0,251978811;-0,54837562;-1,557717117;;31,13249041
-1,348950345;-1,488987503;-0,020731528;-0,763769501;0,345309556;;-0,606634566;-1,704915081;30,56703701
-0,852888126;-0,81613649;;-0,329044295;-1,147251991;-0,163742747;0,240411214;-0,826169954;21,01003098
0,425408629;-1,361357871;-1,112177398;-0,113217298;0,687041092;;1,612390622;;20,64897321
-0,127501319;-1,032675529;-1,253766332;;-0,775871499;1,2323792;;0,486353206;30,43047947
-1,005739239;-0,820448467;0,539112065;-0,675880436;-0,515784068;-0,812158364;1,785029792;-0,617486311;34,17192202
0,051552217;;0,221417062;-0,614736947;;0,393952009;-0,863007138;;31,60585892
1,185480519;0,606492626;0,069876384;-2,990601448;0,424291133;;;-1,897377331;32,4721335
0,493588486;-1,448581047;0,118424546;0,904657482;-0,469328181;1,216051725;-0,746990378;0,600433077;28,17473421
-1,304785751;1,031130435;0,875990383;0,468357923;-0,393284137;-1,402000623;;1,110307176;24,56879216
0,129961872;-1,55303693;-1,124727639;1,253151401;0,487912752;-1,234000121;-1,765831496;-0,625042135;30,16605345
-1,851358708;-0,15583449;2,451625372;-1,596956076;-0,186025663;1,311926575;;-0,148740715;30,67956313
-0,14634867;-1,155909782;-0,26765577;0,243440714;1,105113543;-0,620175624;;-0,949213481;30,13036958
0,22532518;0,78377945;0,629648013;-1,170187075;0,146863209;;;-0,161312723;34,20063585
-1,519513338;-0,219802706;0,458472569;0,244006063;-0,511796014;-0,58527339;-0,987504398;-0,39474962;25,5076855
-0,855678967;0,970085986;-0,901137391;0,122284462;0,054303903;0,945667448;1,089368289;0,695969943;20,59486308
0,352928343;-1,048646146;-1,068870088;-0,84569082;0,751921;0,073329928;0,868657241;1,002802734;33,62666529
-0,7259519;0,032074328;-0,012993679;-0,32778769;-0,534842855;1,184755503;0,051971727;0,013144789;22,40748678
-0,802777675;0,67521243;-1,005107501;0,454905529;0,48222936;-0,412515049;0,317652081;0,185669559;30,45977509
-0,039360625;0,01294398;0,061781823;0,129911673;0,060242031;-1,10386419;-0,152210951;0,264948601;33,0980666
0,097288729;0,953750259;0,620086589;-0,870409535;-0,166627108;-0,311336653;-0,004348487;-0,0029814;24,65212097
0,611521669;0,177328363;;0,241003138;-0,83059052;-0,46728062;0,603789071;-1,614168265;32,45622861
-1,345880415;;;1,307035432;-0,217105747;1,060828687;0,07226791;-1,531414982;24,98087189
-0,008076536;-0,618908125;;-0,02567526;-1,277913107;-1,499714811;-0,020979957;-2,420217471;31,91386892
-0,51816529;0,231030326;-1,057016504;;1,19100655;-1,016700953;-0,298044174;0,994693151;21,04744794
-0,001307534;-1,394478578;-0,143321069;-0,852928322;1,108197896;0,605932094;-0,313756945;;29,82864498
-1,308121577;-0,753777459;1,553279188;0,053514653;0,930085805;0,232013088;1,314281843;-1,998837533;30,15707121
-0,188217584;1,644781646;0,956173436;1,325372259;-0,006764594;-0,537106415;-1,02716446;-1,096928092;27,37138745
0,807060562;0,51321105;-0,066573449;0,508190655;0,142451759;0,962217701;0,952686755;-1,0658741;30,30636296
;-1,66886675;0,133020738;0,60430428;-1,313719345;-0,416462735;;0,233914916;33,84775506
-0,278603703;-1,172288152;-0,054007202;-1,652243567;-0,232641437;-0,441373614;;-0,559321977;31,00782237
-1,507680838;-0,366343321;0,930820125;1,261460804;2,439334279;1,691650408;-1,196937927;-0,408437601;34,41944043
-0,022785635;-0,085559834;0,06953333;2,407591422;-1,082051546;-0,713531136;1,64382593;;26,72918471
0,39358065;1,03465737;0,486499017;;0,93861077;-0,893068557;-0,496363129;0,535637588;27,92436098
-2,069439259;1,416583823;0,303392375;0,153031753;-1,630512878;-1,286609125;-0,398583664;;23,95608046
-2,076616012;0,788364801;-0,360031324;-0,223423473;0,253592942;0,269317238;-0,71242859;0,624910088;34,78402502
-2,31939814;-0,450418887;;-0,344949315;-1,826910304;0,758027379;-1,248387812;-0,067514008;20,82705103
0,153034597;0,019827154;1,169010926;-0,05326256;0,427455405;-0,055904033;0,612956084;1,393495297;25,37930626
0,137541829;0,781850358;1,455328935;1,357184247;-0,385289404;1,036432356;0,24877116;1,117229998;24,46545747
0,568634584;0,275668076;0,43397208;0,255237956;0,294333045;-0,158832361;;1,763174929;25,7976757
0,477527911;-0,573304922;;;-0,73618671;-1,482027682;;-1,7289756;33,76576791
-1,298814858;-1,18086594;1,38523738;-0,046179213;-0,363263539;-1,443413063;;-1,737328063;25,52056811
-0,369417171;2,06449439;0,663803579;-0,20979816;0,698123605;-0,521543178;-0,800677743;1,70412963;33,75464979
-1,142274654;-0,354121236;0,306033282;-0,936234206;0,650604954;-0,306594525;0,663910328;0,58598418;26,35008292
-0,243012131;1,710658673;-0,665335803;1,348870471;1,174933243;1,770882208;0,174056039;-0,788585712;32,82153154
2,076796585;-0,334701468;-0,813542573;-0,189786746;-0,981690716;0,526148825;-0,605668382;-0,28748417;27,82625148
0,967778862;0,62369321;0,015584573;0,170873529;0,012255431;-0,431155066;;0,490841625;24,67029265
-0,126162129;0,41976763;-0,836668778;-0,603893651;-0,734320503;-0,565131372;1,287181047;0,726038793;26,74024698
-1,076923119;0,437498296;-0,390582313;-0,682384585;-1,485739466;0,971918694;-1,36386315;-0,051963178;26,36571618
